DATA DO ENVIO,PROTOCOLO,MUNICÍPIO,PRESTADORA,TIPO,NATUREZA,COMUNICAÇÃO,ÁREAS AFETADAS,DIA INICIAL,DIA PREVISTO PARA TÉRMINO,ESTRUTURA,RESPONSÁVEL,MOTIVO DO CANCELAMENTO
"5 de dez. de 2024, 18:05:21",,MACEIÓ,BRK,Emergencial,Falha Eletromecânica,A comunicação da paralisação emergencial foi realizada nesta data (05/12/2024),Lot. Campo dos Palmares e Cidade Universitária,08/11/2024,08/12/2024,Poço P-Z 02,," "
"5 de dez. de 2024, 15:11:47",,PÃO DE AÇÚCAR,ADS,Emergencial,Eletromecânica - Queda de Energia,No ato ou cinco dias de antecedência ou no relatório técnico das comprovações de serviços,"Pão de Açúcar - Urbana,",2024-12-05,2024-12-05,Falta de Energia Pão de Açucar Urbana,," "
"5 de dez. de 2024, 14:47:55",,PÃO DE AÇÚCAR,ADS,Emergencial,Eletromecânica - Queda de Energia,No ato ou cinco dias de antecedência ou no relatório técnico das comprovações de serviços,"Pão de Açúcar - Urbana,",2024-12-05,2024-12-05,Falta de Energia na Captação Bacia Leiteira,," "
"5 de dez. de 2024, 14:26:12",,PÃO DE AÇÚCAR,ADS,Emergencial,Manutenção Equatorial,No ato ou cinco dias de antecedência ou no relatório técnico das comprovações de serviços,"Pão de Açúcar - Ilha do ferro,",2024-12-05,2024-12-05,Captação na Ilha do Ferro,," "
"5 de dez. de 2024, 11:16:06",,MACEIÓ,BRK,Emergencial,Falha Eletromecânica,A comunicação de paralisação emergencial foi realizada nesta data (05/12/2024),"Centro, Ponta Grossa, Pontal, Prado, Trapiche, Vergel, Levada, Bom Parto e Farol.",05/12/2024,08/12/2024,Poço P-Bl 06,," "
"5 de dez. de 2024, 10:52:35",,MACEIÓ,BRK,Emergencial,Falha Eletromecânica,A comunicação de paralisação emergencial foi realizada nesta data (05/12/2024),"Cond. Jardim Esperança, Feitosa",05/12/2024,08/12/2024,Poço P-Je 01,," "
"5 de dez. de 2024, 10:47:12",,PÃO DE AÇÚCAR,ADS,Emergencial,Manutenção - Vazamento em Adutora,No ato ou cinco dias de antecedência ou no relatório técnico das comprovações de serviços,"Cacimbinhas - Urbana, Carneiros - Urbana, Dois Riachos - Urbana, Jaramataia - Urbana, Maravilha - Urbana, Monteirópolis - Urbana, Olivença - Urbana, Ouro branco -Urbana, Palestina - Urbana, Poço das trincheiras - Urbana, Santana do Ipanema - Urbana, Santana do Ipanema - Areias Branca, São José da Tapera - Urbana, São José da Tapera - Pilões, São José da Tapera - Caboclo, Senador Rui Palmeira - Urbana,",2024-12-04,2024-12-04,Adutora Dn 700mm,," "
"5 de dez. de 2024, 10:01:08",,SENADOR RUI PALMEIRA,ADS,Emergencial,Manutenção - Vazamento em Adutora,No ato ou cinco dias de antecedência ou no relatório técnico das comprovações de serviços,"Senador Rui Palmeira - Urbana,",2024-12-05,2024-12-05,Vazamento em Adutora 150mm,," "
"5 de dez. de 2024, 08:05:02",,BELO MONTE,ADS,Emergencial,Manutenção - Vazamento na Malha de Distribuição,No ato ou cinco dias de antecedência ou no relatório técnico das comprovações de serviços,"Belo Monte - Urbana,",2024-12-05,2024-12-05,Vazamento em Rede,," "
"4 de dez. de 2024, 19:59:06",,ÁGUA BRANCA,ADS,Emergencial,Eletromecânica - Falha em CMB,No ato ou cinco dias de antecedência ou no relatório técnico das comprovações de serviços,"Água Branca - Urbana,",2024-12-04,2024-12-04,EE-05,," "
"4 de dez. de 2024, 19:09:04",,ÁGUA BRANCA,ADS,Emergencial,Eletromecânica - Queda de Energia,No ato ou cinco dias de antecedência ou no relatório técnico das comprovações de serviços,"Água Branca - Urbana, Água Branca - Papa Terra (rural), Água Branca - Serra do Cavalo, Água Branca - Ouricuri, Mata Grande - Santa Cruz do Deserto, Mata Grande - Terra Nova,",2024-12-04,2024-12-05,ETA Alto Sertão,," "
"4 de dez. de 2024, 17:54:47",,IGACI,ADS,Programada,Limpeza de Reservatório,No ato ou cinco dias de antecedência ou no relatório técnico das comprovações de serviços,"Igaci - Lagoa do Felix,",2024-12-18,2024-12-18,EEAT Lagoa do Félix,," "
"4 de dez. de 2024, 17:49:58",,QUEBRANGULO,ADS,Programada,Limpeza de Reservatório,No ato ou cinco dias de antecedência ou no relatório técnico das comprovações de serviços,"Quebrangulo - Urbana,",2024-12-12,2024-12-12,Reservatório Apoiado da ETA Caranguejinha,," "
"4 de dez. de 2024, 17:48:10",,QUEBRANGULO,ADS,Programada,Limpeza de Reservatório,No ato ou cinco dias de antecedência ou no relatório técnico das comprovações de serviços,"Quebrangulo - Urbana,",2024-12-13,2024-12-13,Reservatório Apoiado Geraldo Passos,," "
"4 de dez. de 2024, 17:46:04",,IGACI,ADS,Programada,Limpeza de Reservatório,No ato ou cinco dias de antecedência ou no relatório técnico das comprovações de serviços,"Igaci - Lagoa do Felix,",2024-12-11,2024-12-11,EEAT de Lagoa do Félix,," "
"4 de dez. de 2024, 17:46:03",,PALMEIRA DOS ÍNDIOS,ADS,Programada,Limpeza de Reservatório,No ato ou cinco dias de antecedência ou no relatório técnico das comprovações de serviços,"Palmeira dos Índios - Urbana,",2025-01-08,2025-01-08,Reservatório R4,," "
"4 de dez. de 2024, 17:43:23",,PALMEIRA DOS ÍNDIOS,ADS,Programada,Limpeza de Reservatório,No ato ou cinco dias de antecedência ou no relatório técnico das comprovações de serviços,"Palmeira dos Índios - Sto. Antônio Gavião, Palmeira dos Índios - Gavião,",2024-12-06,2024-12-06,EEAT Santo Antônio,," "
"4 de dez. de 2024, 17:41:11",,PALMEIRA DOS ÍNDIOS,ADS,Programada,Limpeza de Reservatório,No ato ou cinco dias de antecedência ou no relatório técnico das comprovações de serviços,"Palmeira dos Índios - Urbana,",2024-12-23,2024-12-23,Reservatório R5,," "
"4 de dez. de 2024, 17:40:06",,PALMEIRA DOS ÍNDIOS,ADS,Programada,Limpeza de Reservatório,No ato ou cinco dias de antecedência ou no relatório técnico das comprovações de serviços,"Palmeira dos Índios - Canafistula,",2024-12-10,2024-12-10,EEAT Canafístula,," "
"4 de dez. de 2024, 17:38:09",,PALMEIRA DOS ÍNDIOS,ADS,Programada,Limpeza de Reservatório,No ato ou cinco dias de antecedência ou no relatório técnico das comprovações de serviços,"Palmeira dos Índios - Urbana,",2024-12-06,2024-12-06,EEAT Santo Antônio,," "
"4 de dez. de 2024, 17:35:48",,PALMEIRA DOS ÍNDIOS,ADS,Programada,Limpeza de Reservatório,No ato ou cinco dias de antecedência ou no relatório técnico das comprovações de serviços,"Palmeira dos Índios - Urbana,",2024-12-17,2024-12-17,Reservatório R6,," "
"4 de dez. de 2024, 14:20:31",,MACEIÓ,BRK,Emergencial,Manutenção Eletromecânica,A comunicação de paralisação emergencial foi realizada nesta data (04/12/2024),"Centro, Ponta Grossa, Pontal, Prado, Trapiche, Vergel, Levada, Bom Parto e Farol.",03/12/2024,06/12/2024,Poço P-Bl 06,," "
"4 de dez. de 2024, 12:18:58",,ÁGUA BRANCA,ADS,Programada,Limpeza de Reservatório,No ato ou cinco dias de antecedência ou no relatório técnico das comprovações de serviços,"São Miguel dos Campos - Urbana,",2024-12-16,2024-12-16,Rat Coité de Baixo,," "
"4 de dez. de 2024, 12:16:27",,SÃO MIGUEL DOS CAMPOS,ADS,Programada,Limpeza de Reservatório,No ato ou cinco dias de antecedência ou no relatório técnico das comprovações de serviços,"São Miguel dos Campos - Urbana,",2024-12-13,2024-12-13,Reservatório Rodoviária,," "
"4 de dez. de 2024, 12:13:24",,SÃO MIGUEL DOS CAMPOS,ADS,Programada,Limpeza de ETA,No ato ou cinco dias de antecedência ou no relatório técnico das comprovações de serviços,"São Miguel dos Campos - Urbana,",2024-12-09,2024-12-09,Rap Paraíso,," "
"4 de dez. de 2024, 12:11:47",,SÃO MIGUEL DOS CAMPOS,ADS,Programada,Limpeza de Reservatório,No ato ou cinco dias de antecedência ou no relatório técnico das comprovações de serviços,"São Miguel dos Campos - Urbana,",2024-12-13,2024-12-13,Rel Paladino,," "
"4 de dez. de 2024, 12:10:51",,SÃO MIGUEL DOS CAMPOS,ADS,Programada,Limpeza de Reservatório,No ato ou cinco dias de antecedência ou no relatório técnico das comprovações de serviços,"São Miguel dos Campos - Urbana,",2024-12-13,2024-12-13,Rel Mercado,," "
"4 de dez. de 2024, 12:08:33",,SÃO MIGUEL DOS CAMPOS,ADS,Programada,Limpeza de Reservatório,No ato ou cinco dias de antecedência ou no relatório técnico das comprovações de serviços,"São Miguel dos Campos - Urbana,",2024-12-12,2024-12-12,Reservatório Ester Soares,," "
"4 de dez. de 2024, 12:06:52",,SÃO MIGUEL DOS CAMPOS,ADS,Programada,Limpeza de Reservatório,No ato ou cinco dias de antecedência ou no relatório técnico das comprovações de serviços,"São Miguel dos Campos - Urbana,",2024-12-16,2024-12-16,Rat Diógenes Celestino,," "
"4 de dez. de 2024, 12:04:43",,SÃO MIGUEL DOS CAMPOS,ADS,Programada,Limpeza de Reservatório,No ato ou cinco dias de antecedência ou no relatório técnico das comprovações de serviços,"São Miguel dos Campos - Urbana,",2024-12-11,2024-12-11,Rat Coité de Cima,," "
"4 de dez. de 2024, 12:02:33",,INHAPI,ADS,Emergencial,Manutenção Equatorial,No ato ou cinco dias de antecedência ou no relatório técnico das comprovações de serviços,"Inhapi - Urbana,",2024-12-04,2024-12-04,Captação de Inhapi,," "
"4 de dez. de 2024, 12:02:33",,SÃO MIGUEL DOS CAMPOS,ADS,Programada,Limpeza de Reservatório,No ato ou cinco dias de antecedência ou no relatório técnico das comprovações de serviços,"São Miguel dos Campos - Urbana,",2024-12-11,2024-12-11,Quebra de Pressão Coité de Cima,," "
"4 de dez. de 2024, 12:00:52",,SÃO BRÁS,ADS,Emergencial,Manutenção Casal,No ato ou cinco dias de antecedência ou no relatório técnico das comprovações de serviços,"Feira Grande - Taboca, Feira Grande - Distrito Massape, Feira Grande - Urbana, São Brás - Urbana, Traipu - Quilombo Mumbaca,",2024-12-04,2024-12-04,Sistema Coletivo Agreste,," "
"4 de dez. de 2024, 12:00:10",,SÃO MIGUEL DOS CAMPOS,ADS,Programada,Limpeza de Reservatório,No ato ou cinco dias de antecedência ou no relatório técnico das comprovações de serviços,"São Miguel dos Campos - Urbana,",2024-12-09,2024-12-09,Quebra de Pressão 3,," "
"4 de dez. de 2024, 11:58:58",,SÃO MIGUEL DOS CAMPOS,ADS,Programada,Limpeza de Reservatório,No ato ou cinco dias de antecedência ou no relatório técnico das comprovações de serviços,"São Miguel dos Campos - Urbana,",2024-12-09,2024-12-09,Quebra de Pressão 2,," "
"4 de dez. de 2024, 11:55:40",,SÃO MIGUEL DOS CAMPOS,ADS,Programada,Limpeza de Reservatório,No ato ou cinco dias de antecedência ou no relatório técnico das comprovações de serviços,"São Miguel dos Campos - Urbana,",2024-12-09,2024-12-09,Quebra de Pressão 1,," "
"4 de dez. de 2024, 11:11:10",,MACEIÓ,BRK,Emergencial,Falha Eletromecânica,A comunicação de paralisação emergencial foi realizada nesta data (04/12/2024),Tabuleiro dos Martins,04/12/2024,07/12/2024,Poço P-T 03,," "
"4 de dez. de 2024, 10:11:50",,SÃO MIGUEL DOS CAMPOS,ADS,Emergencial,Manutenção de ETA,No ato ou cinco dias de antecedência ou no relatório técnico das comprovações de serviços,"São Miguel dos Campos - Urbana,",2024-12-04,2024-12-04,ETA Vera Cruz,," "
"3 de dez. de 2024, 18:02:44",,SÃO LUÍS DO QUITUNDE,VAA,Emergencial,Interrupção do Fornecimento de Energia Elétrica.,Paralisação do abastecimento de água pelo poço 03.,Centro,03/12/2024,Indefinido,Equatorial,," "
"3 de dez. de 2024, 15:09:06",,MESSIAS,BRK,Emergencial,Manutenção da Adutora de Água Bruta,A comunicação de paralisação emergencial foi realizada nesta data (03/12/2024),Centro,03/12/2024,06/12/2024,Captação Souza,," "
"3 de dez. de 2024, 14:13:19",,PILAR,BRK,Emergencial,Manutenção Eletromecânica,A comunicação de paralisação emergencial foi realizada nesta data (03/12/2024),Lot. Manguaba,27/11/2024,06/12/2024,Poço Pi 06,," "
"3 de dez. de 2024, 13:40:37",,PÃO DE AÇÚCAR,ADS,Emergencial,Eletromecânica - Falha em CMB,No ato ou cinco dias de antecedência ou no relatório técnico das comprovações de serviços,"Cacimbinhas - Urbana, Carneiros - Urbana, Dois Riachos - Urbana, Jaramataia - Urbana, Monteirópolis - Urbana, Olivença - Urbana, Palestina - Urbana, Poço das trincheiras - Urbana, Santana do Ipanema - Urbana, São José da Tapera - Urbana, Senador Rui Palmeira - Urbana, São José da Tapera - Caboclo, São José da Tapera - Torrões, São José da Tapera - Pilões, Santana do Ipanema - Areias Branca, Santana do Ipanema - Lagoa do Junco, Pão de Açúcar - Machado, Pão de Açúcar - Bonfim Impueiras, Pão de Açúcar - Lagoa de Pedra, Pão de Açúcar - Meiruz, Pão de Açúcar - Impueiras Pé de Serra,",2024-12-03,2024-12-03,Falha em Bombeamento,," "
"3 de dez. de 2024, 10:04:51",,MARAGOGI,VAA,Emergencial,Falha Eletromecânica Nos Poço 10 Que Abastece A Localidade .,Redução de vazão na rede de distribuição,Centro e Carvão,03/12/2024,Indefinido,Casal,," "
"3 de dez. de 2024, 09:53:04",,MACEIÓ,BRK,Emergencial,Falta de Energia Elétrica,A comunicação da paralisação emergencial foi realizada nesta data (03/12/2024),Conj. Cidade Sorriso no Benedito Bentes,02/12/2024,04/12/2024,Poço P-Cs 04,," "
"2 de dez. de 2024, 20:25:33",,PARICONHA,ADS,Emergencial,Eletromecânica - Falha em CMB,No ato ou cinco dias de antecedência ou no relatório técnico das comprovações de serviços,"Pariconha - Urbana, Pariconha - Campinhos, Pariconha - Verdão,",2024-12-02,2024-12-03,EEAT-02,," "
"2 de dez. de 2024, 18:22:02",,MACEIÓ,BRK,Emergencial,Falha Eletromecânica,A comunicação de paralisação emergencial foi realizada nesta data (20/11/2024),"Conj. Moacir Andrade, Benedito Bentes",20/11/2024,02/12/2024,Poço P-Ma 01,," "
"2 de dez. de 2024, 18:21:22",,MACEIÓ,BRK,Emergencial,Furto de Instalação Elétrica,A comunicação de paralisação emergencial foi realizada nesta data (20/11/2024),"Henrique Equelman, Antares",20/11/2024,02/12/2024,Poço P-He 01,," "
"2 de dez. de 2024, 18:20:29",,MACEIÓ,BRK,Emergencial,Falha Eletromecânica,A comunicação de paralisação emergencial foi realizada nesta data (02/12/2024),"Res. Jorge Quintela, Benedito Bentes",02/12/2024,05/12/2024,Poço P-Rjq 01,," "
"2 de dez. de 2024, 18:00:01",,MACEIÓ,BRK,Emergencial,Furto de Instalação Elétrica,A comunicação de paralisação emergencial foi realizada nesta data (20/11/2024),"Henrique Equelman, Antares",20/11/2024,02/12/2024,Poço P-He 01,," "
"2 de dez. de 2024, 17:53:37",,MACEIÓ,BRK,Emergencial,Falha Eletromecânica,A comunicação de paralisação emergencial foi realizada nesta data (20/11/2024),"Conj. Moacir Andrade, Benedito Bentes",20/11/2024,02/12/2024,Poço P-Ma 01,," "
"2 de dez. de 2024, 17:47:18",,MACEIÓ,BRK,Emergencial,Falha Eletromecânica,A comunicação da paralisação emergencial foi realizada nesta data (09/11/2024),Lot. Campo dos Palmares e Cidade Universitária,08/11/2024,05/12/2024,Poço P-Z 02,," "
"2 de dez. de 2024, 15:18:22",,MACEIÓ,BRK,Emergencial,Falha Eletromecânica,A comunicação de paralisação emergencial foi realizada nesta data (02/12/2024),Antares,02/12/2024,05/12/2024,Poço P-A 01,," "
"2 de dez. de 2024, 15:13:45",,BARRA DE SANTO ANTÔNIO,BRK,Emergencial,Manutenção Hidráulica no Poço,A comunicação de paralisação emergencial foi realizada nesta data (02/12/2024),Ilha da Croa,02/12/2024,06/12/2024,Poço Bsa 04,," "
"2 de dez. de 2024, 11:33:41",,PENEDO,ADS,Emergencial,Eletromecânica - Queda de Energia,No ato ou cinco dias de antecedência ou no relatório técnico das comprovações de serviços,"Penedo - Tabuleiro dos Negros,",2024-12-02,2024-12-03,Captação - Pov Tabuleiro dos Negros,," "
"2 de dez. de 2024, 08:55:29",,MACEIÓ,BRK,Emergencial,Furto de Instalação Elétrica,A comunicação de paralisação emergencial foi realizada nesta data (02/12/2024),Cidade Universitária,01/12/2024,05/12/2024,Poço P-Cu 02,," "
"1 de dez. de 2024, 08:51:39",,SÃO MIGUEL DOS CAMPOS,ADS,Emergencial,Manutenção - Vazamento na Malha de Distribuição,No ato ou cinco dias de antecedência ou no relatório técnico das comprovações de serviços,"São Miguel dos Campos - Urbana,",2024-12-01,2024-12-01,Reservatório Buriti,," "
"30 de nov. de 2024, 14:50:46",,MACEIÓ,BRK,Emergencial,Falha Eletromecânica,A comunicação de paralisação emergencial foi realizada nesta data (30/11/2024),Santa Lúcia,30/11/2024,03/12/2024,Poço P-Lsl 05,," "
"30 de nov. de 2024, 10:59:39",,PILAR,BRK,Emergencial,Manutenção Eletromecânica,A comunicação de paralisação emergencial foi realizada nesta data (27/11/2024),Lot. Manguaba,27/11/2024,03/12/2024,Poço Pi 06,," "
"30 de nov. de 2024, 10:54:11",,PILAR,BRK,Emergencial,Manutenção Eletromecânica,A comunicação da paralisação emergencial foi realizada nesta data (27/11/2024),Chã do Pilar,27/11/2024,03/12/2024,Poço Pi 09,," "
"29 de nov. de 2024, 19:28:28",,RIO LARGO,BRK,Emergencial,Falha Eletromecânica,A comunicação da paralisação emergencial foi realizada nesta data (29/11/2024),Conjunto Barnabé Oiticica,28/11/2024,02/12/2024,Poço P-Bo 08,," "
"29 de nov. de 2024, 17:01:57",,MACEIÓ,BRK,Emergencial,Falha Eletromecânica,A comunicação de paralisação emergencial foi realizada nesta data (29/11/2024),"Conj. Moacir Andrade, Benedito Bentes",20/11/2024,02/12/2024,Poço P-Ma 01,," "
"29 de nov. de 2024, 16:55:21",,MACEIÓ,BRK,Emergencial,Furto de Instalação Elétrica,A comunicação de paralisação emergencial foi realizada nesta data (29/11/2024),"Henrique Equelman, Antares",20/11/2024,02/12/2024,Poço P-He 01,," "
"29 de nov. de 2024, 16:36:03",,MACEIÓ,BRK,Emergencial,Falha Eletromecânica,A comunicação da paralisação emergencial foi realizada nesta data (29/11/2024),Lot. Campo dos Palmares e Cidade Universitária,08/11/2024,02/12/2024,Poço P-Z 02,," "
"29 de nov. de 2024, 14:33:41",,PÃO DE AÇÚCAR,ADS,Emergencial,Manutenção - Vazamento na Malha de Distribuição,No ato ou cinco dias de antecedência ou no relatório técnico das comprovações de serviços,"Pão de Açúcar - Meiruz,",2024-11-29,2024-11-29,Rompimento na Rede de Distribuição,," "
"29 de nov. de 2024, 12:21:26",,SÃO MIGUEL DOS CAMPOS,ADS,Emergencial,Manutenção - Vazamento na Malha de Distribuição,No ato ou cinco dias de antecedência ou no relatório técnico das comprovações de serviços,"São Miguel dos Campos - Urbana,",2024-11-29,2024-11-29,Rede de Distribuição,," "
"29 de nov. de 2024, 09:57:54",,SANTANA DO IPANEMA,ADS,Programada,Manutenção Casal,No ato ou cinco dias de antecedência ou no relatório técnico das comprovações de serviços,"Santana do Ipanema - Urbana,",2024-12-05,2024-11-29,Adutora Dn 300,," "
"29 de nov. de 2024, 07:50:53",,SANTANA DO IPANEMA,ADS,Emergencial,Manutenção - Desobstrução de Rede de Abastecimento,No ato ou cinco dias de antecedência ou no relatório técnico das comprovações de serviços,"Santana do Ipanema - Urbana,",2024-11-29,2024-11-29,Rel Alto da Fé,," "
"28 de nov. de 2024, 18:09:34",,MACEIÓ,BRK,Emergencial,Furto Das Instalações Elétricas,A comunicação de paralisação emergencial foi realizada nesta data (24/11/2024),Tabuleiro dos Martins,24/11/2024,01/12/2024,Poço P-T 04 (Tabuleiro dos Martins),," "
"28 de nov. de 2024, 17:00:09",,CARNEIROS,ADS,Emergencial,Manutenção Casal,No ato ou cinco dias de antecedência ou no relatório técnico das comprovações de serviços,"Carneiros - Urbana,",2024-11-28,2024-11-28,Falha no Bombeamento,," "
"28 de nov. de 2024, 16:14:48",,QUEBRANGULO,ADS,Emergencial,Manutenção Casal,No ato ou cinco dias de antecedência ou no relatório técnico das comprovações de serviços,"Quebrangulo - Urbana,",2024-11-28,2024-11-28,Adutora da ETA Caranguejinha,," "
"28 de nov. de 2024, 15:34:38",,UNIÃO DOS PALMARES,VAA,Sem informações,Instalação de Novo Barrilete e Macromedidor na Estação de Tratamento de Água.,Paralisação no abastecimento de água.,TODO O MUNICÍPIO,03/12/2024,03/12/2024,Verde Alagoas,," "
"28 de nov. de 2024, 15:05:11",,PIRANHAS,ADS,Emergencial,Instalação de Dispositivo Hidráulico,No ato ou cinco dias de antecedência ou no relatório técnico das comprovações de serviços,"Piranhas - Urbana,",2024-11-28,2024-11-28,Rap Piranhas Velha,," "
"28 de nov. de 2024, 14:48:25",,UNIÃO DOS PALMARES,VAA,Emergencial,Reparo na Rede Adutora do Centro Dn 350mm.,Paralisação no Abastecimento de água,"Todo Centro, Padre Donald, Cohab Nova, Cohab Velha, Costa e Silva, Alto do Cruzeiro, Morada das Arvores e Castelo Branco.",28/11/2024,28/11/2024,Verde Alagoas,," "
"28 de nov. de 2024, 11:42:38",,POÇO DAS TRINCHEIRAS,ADS,Emergencial,Eletromecânica - Falha em CMB,No ato ou cinco dias de antecedência ou no relatório técnico das comprovações de serviços,"Poço das trincheiras - Alto do Tamanduá,",2024-11-28,2024-11-28,Reservatório Apoiado - Povoado Jorge,," "
"28 de nov. de 2024, 10:40:31",,TANQUE D'ARCA,VAA,Emergencial,Rompimento dos Cabos de Alimentação da EEAT,Paralisação no abastecimento de água,Vila Aparecida,28/11/2024,a definir,Equipe Eletromecânica- Verde Alagoas,," "
"28 de nov. de 2024, 09:49:07",,TANQUE D'ARCA,VAA,Emergencial,Rompimento dos Cabos de Alimentação da EEAT,Paralisação no abastecimento de água,Vila Aparecida,28/11/2024,a definir,Equipe Eletromecânica- Verde Alagoas,," "
"27 de nov. de 2024, 13:47:36",,PILAR,BRK,Emergencial,Manutenção Eletromecânica,A comunicação de paralisação emergencial foi realizada nesta data (27/11/2024),Lot. Manguaba,27/11/2024,30/11/2024,Poço Pi 06,," "
"27 de nov. de 2024, 13:26:08",,PILAR,BRK,Emergencial,Manutenção Eletromecânica,A comunicação da paralisação emergencial foi realizada nesta data (27/11/2024),Chã do Pilar,27/11/2024,30/11/2024,Poço Pi 09,," "
"27 de nov. de 2024, 11:13:19",,MARAGOGI,VAA,Emergencial,Falha Eletromecânica Nos Poço 10 Que Abastece A Localidade .,Redução de vazão na rede de distribuição,Centro e Carvão,27/11/2024,Indefinido,Casal,," "
"27 de nov. de 2024, 11:12:54",,SÃO MIGUEL DOS MILAGRES,VAA,Emergencial,Manutenção e Limpeza do Poço 1,Paralisação do abastecimento de água pelo poço 1.,Alto Bela Vista,27/11/2024,27/11/2024,Verde Alagoas,," "
"27 de nov. de 2024, 11:12:11",,UNIÃO DOS PALMARES,VAA,Emergencial,Interligação de Nova Adutora de Água EEAT Frios,PARALISAÇÃO NO ABASTECIMENTO DE ÁGUA,"ABOLIÇÃO, ZUMBI DOS PALMARES, LOT. SANTA M. MADALENA II, SAGRADA FAMILIA, FRIOS E CAMARATUBA.",27/11/2024,,Verde Alagoas - Terceira,," "
"27 de nov. de 2024, 08:00:53",,PIRANHAS,ADS,Programada,Instalação de Dispositivo Hidráulico,No ato ou cinco dias de antecedência ou no relatório técnico das comprovações de serviços,"Piranhas - Urbana,",2024-11-03,2024-11-03,Rap Piranhas Velha,," "
"26 de nov. de 2024, 18:36:55",,MACEIÓ,BRK,Emergencial,Falha Eletromecânica,A comunicação de paralisação emergencial foi realizada nesta data (20/11/2024),"Conj. Moacir Andrade, Benedito Bentes",20/11/2024,29/11/2024,Poço P-Ma 01,," "
"26 de nov. de 2024, 18:27:12",,MACEIÓ,BRK,Emergencial,Furto de Instalação Elétrica,A comunicação de paralisação emergencial foi realizada nesta data (20/11/2024),"Henrique Equelman, Antares",20/11/2024,29/11/2024,Poço P-He 01,," "
"26 de nov. de 2024, 18:21:38",,MACEIÓ,BRK,Emergencial,Falha Eletromecânica,A comunicação da paralisação emergencial foi realizada nesta data (26/11/2024),Lot. Campo dos Palmares e Cidade Universitária,08/11/2024,29/11/2024,Poço P-Z 02,," "
"26 de nov. de 2024, 17:50:54",,BARRA DE SANTO ANTÔNIO,BRK,Emergencial,Manutenção Preventiva,A comunicação de paralisação emergencial foi realizada nesta data (26/11/2024),Tabuba e Pov. Santa Luzia,26/11/2024,29/11/2024,Poço 19 Bsa,," "
"26 de nov. de 2024, 17:34:39",,MACEIÓ,BRK,Emergencial,Falha Eletromecânica,A comunicação de paralisação emergencial foi realizada nesta data (26/11/2024),"Conj. Parque dos Caetés, Benedito Bentes",26/11/2024,29/11/2024,Poço P-Rpc 03,," "
"26 de nov. de 2024, 17:20:54",,SÃO MIGUEL DOS CAMPOS,ADS,Emergencial,Manutenção - Vazamento em Adutora,No ato ou cinco dias de antecedência ou no relatório técnico das comprovações de serviços,"São Miguel dos Campos - Urbana,",2024-11-26,2024-11-26,Adutora,," "
"26 de nov. de 2024, 16:07:40",,ÁGUA BRANCA,ADS,Emergencial,Eletromecânica - Falta de Fase,No ato ou cinco dias de antecedência ou no relatório técnico das comprovações de serviços,"Água Branca - Ouricuri,",2024-11-26,2024-11-26,Bomba Ouricuri,," "
"26 de nov. de 2024, 14:50:08",,PORTO REAL DO COLÉGIO,ADS,Emergencial,Manutenção - Vazamento na Malha de Distribuição,No ato ou cinco dias de antecedência ou no relatório técnico das comprovações de serviços,"Porto Real do Colégio - Urbana,",2024-11-26,2024-11-26,Vazamento na Malha de Distribuição,," "
"26 de nov. de 2024, 11:23:03",,UNIÃO DOS PALMARES,VAA,Sem informações,Instalação de Novo Barrilete e Macromedidor na Estação de Tratamento de Água.,Paralisação no abastecimento de água.,TODO O MUNICÍPIO,03/12/2024,03/12/2024,Verde Alagoas,," "
"26 de nov. de 2024, 09:59:10",,PENEDO,ADS,Programada,Instalação Macromedidor,No ato ou cinco dias de antecedência ou no relatório técnico das comprovações de serviços,"Penedo - Urbana,",2024-12-03,2024-12-03,Adutora,," "
"26 de nov. de 2024, 09:12:32",,JOAQUIM GOMES,VAA,Emergencial,Falta de Energia na Captação Casal,PARALIZAÇÃO DE ABASTECIMENTO DE ÁGUA,TODO O MUNICÍPIO,26/11/2024,INDEFINIDO,Equatorial,," "
"26 de nov. de 2024, 08:33:08",,PARICONHA,ADS,Emergencial,Eletromecânica - Falha em CMB,No ato ou cinco dias de antecedência ou no relatório técnico das comprovações de serviços,"Água Branca - Urbana, Mata Grande - Terra Nova, Pariconha - Campinhos, Pariconha - Verdão, Pariconha - Urbana, Água Branca - Papa Terra (rural),",2024-11-25,2024-11-26,ETA-Alto Sertão,," "
"26 de nov. de 2024, 08:23:52",,PÃO DE AÇÚCAR,ADS,Emergencial,Eletromecânica - Queda de Energia,No ato ou cinco dias de antecedência ou no relatório técnico das comprovações de serviços,"Palestina - Urbana, Monteirópolis - Urbana, Jaramataia - Urbana, Pão de Açúcar - Urbana, São José da Tapera - Urbana, Olivença - Urbana, Carneiros - Urbana, Senador Rui Palmeira - Urbana, Santana do Ipanema - Urbana, Poço das trincheiras - Urbana, Maravilha - Urbana, Ouro branco -Urbana, Dois Riachos - Urbana, Cacimbinhas - Urbana,",2024-11-26,2024-11-26,"Durante A Noite, Houve Falta de Energia na Captação e na EEAT-01. Quando A Energia Retornou na Captação, As Proteções dos Inversores de Frequência Atuaram, e O Operador Não Conseguiu Iniciar O Sistema. Estamos Encaminhando Uma Equipe Para Verificar O Prob",," "
